 ,Label,Area,Mean,X,Y
162,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,14.5,333.5
163,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36699.0,174.5,334.5
164,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,384.5,334.5
165,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,42597.5,337.5,339.0
166,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37027.0,47.0,339.5
167,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,45219.0,347.5,340.5
168,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,40467.2,331.0,342.0
169,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,48823.0,592.5,342.0
170,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37026.5,407.0,343.5
171,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,37878.8,579.9,344.7
172,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37682.0,118.0,345.5
173,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,40631.0,284.5,347.5
174,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,295.5,348.5
175,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,40303.5,88.5,350.0
176,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37354.5,566.5,350.0
177,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,38009.5,107.5,351.0
178,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35716.0,162.0,350.5
179,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,401.5,351.5
180,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,39320.5,547.5,352.0
181,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,33750.0,14.0,353.0
182,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35388.0,231.0,355.5
183,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,38009.5,336.0,358.0
184,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,619.5,358.5
185,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,35552.2,71.0,360.0
186,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36699.0,359.5,360.5
187,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,47021.0,228.0,364.0
188,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,259.5,364.5
189,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,386.5,364.5
190,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,43908.0,6.5,366.0
191,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,43580.5,102.0,365.5
192,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,43908.0,537.5,365.5
193,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43416.5,58.0,367.0
194,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,41068.0,161.8,368.2
195,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,45437.0,96.2,369.8
196,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,48004.0,80.0,377.0
197,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39484.5,45.8,378.5
198,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,41614.0,159.0,378.0
199,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,38883.7,346.8,378.8
200,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,33422.0,614.5,378.5
201,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,38665.0,343.5,379.5
202,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,42433.5,132.5,381.8
203,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43580.2,210.0,382.0
204,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,436.5,382.5
205,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,43689.7,244.2,384.8
206,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39975.8,532.2,386.5
207,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,37354.0,197.5,386.5
208,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,38501.2,232.5,387.8
209,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,41942.0,299.5,388.5
210,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,40958.8,34.0,392.0
211,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,39648.0,251.0,391.5
212,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,49369.0,126.2,392.8
213,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,38883.7,75.8,393.8
214,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,319.5,399.5
215,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,40467.2,530.0,400.0
216,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,40631.3,151.2,401.2
217,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,41614.2,97.5,401.8
218,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,46529.5,119.0,402.0
219,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,48495.2,195.9,403.3
220,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,566.5,402.5
221,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,37682.0,550.0,404.0
222,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,44563.0,224.5,404.5
223,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,43908.0,115.2,407.2
224,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,38774.3,611.0,407.5
225,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,52099.8,101.0,409.0
226,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,40631.0,148.0,410.5
227,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,40631.3,532.8,412.2
228,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,42597.2,132.0,414.0
229,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,400.5,413.5
230,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,513.5,413.5
231,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,217.5,415.5
232,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,396.5,415.5
233,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,45218.8,156.0,418.0
234,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,40725.0,413.5,418.8
235,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,40724.6,612.2,418.5
236,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,44432.2,285.5,419.5
237,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,34405.5,146.0,419.5
238,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,33422.0,524.5,419.5
239,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,41286.5,514.0,421.5
240,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,413.5,422.5
241,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,50461.5,591.0,423.0
242,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,45218.6,75.9,424.3
243,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,38534.0,224.1,424.7
244,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,48233.4,169.3,424.9
245,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,45764.8,182.0,429.5
246,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43088.8,215.0,429.0
247,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,42597.0,145.5,430.5
248,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,40631.0,409.0,430.5
249,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,45218.7,224.7,436.3
250,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,49413.0,293.3,435.9
251,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,47577.8,93.1,442.3
252,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,40631.0,485.5,442.5
253,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,43439.9,98.2,445.5
254,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,36371.5,518.0,445.0
255,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,45546.5,40.0,445.5
256,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,45437.2,132.5,448.0
257,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,47053.6,309.9,450.3
258,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,42597.0,363.0,454.0
259,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,48495.0,605.5,453.5
260,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,40959.0,367.5,458.0
261,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,45593.1,112.5,460.8
262,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,42051.2,136.3,461.3
263,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,443.5,460.5
264,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,40303.5,33.5,462.0
265,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,36511.9,115.6,464.8
266,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,45874.0,372.0,463.5
267,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37682.0,528.5,464.0
268,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,37682.0,251.3,469.3
269,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35061.0,613.0,470.5
270,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39975.8,527.0,472.0
271,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,45593.1,57.2,475.5
272,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,50024.7,349.2,476.8
273,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,43252.5,561.0,477.5
274,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43580.2,344.0,481.0
275,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,40194.3,461.8,480.8
276,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,41548.6,581.9,481.3
277,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,48102.0,544.7,484.1
278,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,46529.2,117.5,489.2
279,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,37846.0,591.5,494.8
280,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,45710.2,161.0,506.0
281,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,46529.2,137.0,512.0
282,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,42269.5,545.0,516.5
283,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,42160.0,159.2,517.8
284,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,45874.0,303.5,519.0
285,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,40368.8,101.3,520.9
286,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,50898.0,379.8,522.2
287,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43416.5,402.0,522.0
288,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,40631.2,117.3,523.9
289,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,41193.0,411.2,524.5
290,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,9,45801.3,286.8,525.4
291,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,41287.0,0.5,526.5
292,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,43253.0,415.0,530.5
293,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,43252.7,140.2,533.8
294,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,35606.7,552.8,535.2
295,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,587.5,536.5
296,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,38010.0,76.5,544.0
297,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,42488.0,175.0,550.5
298,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,45628.2,244.4,551.4
299,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,41286.5,510.7,551.7
300,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,43908.0,435.0,565.0
301,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,42269.7,383.0,573.5
302,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,38010.0,137.5,574.5
303,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,41287.0,151.5,576.5
304,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,483.5,577.5
305,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,608.5,578.5
306,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,44072.0,34.0,580.0
307,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,48102.2,165.3,579.9
308,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,548.5,582.5
309,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,36371.5,59.5,596.0
310,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37682.5,426.0,595.5
311,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,41395.8,414.0,598.5
312,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,47559.1,457.2,598.5
313,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,42597.3,402.2,599.2
314,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,45349.8,441.1,601.7
315,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,46660.2,484.3,603.1
316,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,40713.2,550.4,607.4
317,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37027.0,93.0,610.5
318,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,50.5,611.5
319,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,39320.7,22.2,612.8
320,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,37572.7,426.8,613.2
321,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,36207.5,427.0,618.0
